website_name,product_name,product_image,brand,category,subcategory,price,original_price,discount_percent,rating,review_count,size_options,color,fit_type,fabric,sleeve_type,pattern,description,availability,seller,product_url,scrape_date
Ajio,Bollyclues Coffee Women Embroidered Regular Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20260406/l1Rk/69d3aa479e784a25d5bf6bdb/bollyclues_coffee_women_embroidered_regular_fit_shirt.jpg,Bollyclues,Women,Shirts,343,999,51,,,,Brown,Regular Fit,,,Embroidered,"Bollyclues Coffee Women Embroidered Regular Fit Shirt. Brand: Bollyclues. Color: Brown. Fit: Regular Fit. Pattern: Embroidered. Category: Women, Shirts. 1.4K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/bollyclues-women-embroidered-regular-fit-shirt/p/703289734_brown,2026-06-26T12:13:00.063541+00:00
Ajio,Nyrika Off White Women Embroidery Relaxed Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20250803/kX5m/688f91413d468c61ab40718f/nyrika_off_white_women_embroidery_relaxed_fit_shirt.jpg,Nyrika,Women,Shirts,500,2499,77,,,XXL,Off White,Relaxed Fit,,,,"Nyrika Off White Women Embroidery Relaxed Fit Shirt. Brand: Nyrika. Color: Off White. Fit: Relaxed Fit. Size: XXL. Category: Women, Shirts. 2.8K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/nyrika-women-embroidery-relaxed-fit-shirt-/p/701623433_offwhite,2026-06-26T12:13:00.063541+00:00
Ajio,Styli Blue Women Oversized-Fit Shirt with Patch Pockets,https://assets.ajio.com/medias/sys_master/root/20240206/n4kS/65c2629816fd2c6e6ae14366/styli_blue_women_oversized-fit_shirt_with_patch_pockets.jpg,Styli,Women,Shirts,286,1049,61,,,,Blue,Oversized Fit,,,,"Styli Blue Women Oversized-Fit Shirt with Patch Pockets. Brand: Styli. Color: Blue. Fit: Oversized Fit. Category: Women, Shirts",InStock,,https://www.ajio.com/styli-women-oversized-fit-shirt-with-patch-pockets/p/467049057_blue,2026-06-26T12:13:00.063541+00:00
Ajio,ELIXORIA Brown Women Regular Fit Shirt with Spread Collar,https://assets.ajio.com/medias/sys_master/root1/20250826/FXsJ/68ad9ed58bfb9009acb0b427/elixoria_brown_women_regular_fit_shirt_with_spread_collar.jpg,ELIXORIA,Women,Shirts,291,1299,68,,,S,Brown,Regular Fit,,,,"ELIXORIA Brown Women Regular Fit Shirt with Spread Collar. Brand: ELIXORIA. Color: Brown. Fit: Regular Fit. Size: S. Category: Women, Shirts. 862 shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/elixoria-women-regular-fit-shirt-with-spread-collar/p/702160449_brown,2026-06-26T12:13:00.063541+00:00
Ajio,CADMON Brown Women Regular Fit Classic Shirt,https://assets.ajio.com/medias/sys_master/root1/20260316/YYfs/69b7f9d50ad5d93337611375/cadmon_brown_women_regular_fit_classic_shirt.jpg,CADMON,Women,Shirts,395,989,43,,,S,Brown,Regular Fit,,,,"CADMON Brown Women Regular Fit Classic Shirt. Brand: CADMON. Color: Brown. Fit: Regular Fit. Size: S. Category: Women, Shirts",InStock,,https://www.ajio.com/cadmon-women-regular-fit-classic-shirt/p/703163249_brown,2026-06-26T12:13:00.063541+00:00
Ajio,Bollyclues Multi Women Regular Fit Graphic Shirt,https://assets.ajio.com/medias/sys_master/root1/20260509/i18R/69ff68d1fcb5bb61d2b3fd0a/bollyclues_multi_women_regular_fit_graphic_shirt.jpg,Bollyclues,Women,Shirts,343,999,51,,,XL,Multi,Regular Fit,,,Graphic,"Bollyclues Multi Women Regular Fit Graphic Shirt. Brand: Bollyclues. Color: Multi. Fit: Regular Fit. Pattern: Graphic. Size: XL. Category: Women, Shirts. 3.7K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/bollyclues-women-regular-fit-graphic-shirt/p/702424267_multi,2026-06-26T12:13:00.063541+00:00
Ajio,Nyrika Off-white Women Embroidered Relaxed Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20250915/Iwfj/68c80b763d468c61abf3f230/nyrika_off-white_women_embroidered_relaxed_fit_shirt.jpg,Nyrika,Women,Shirts,485,2424,77,,,XXL,Off White,Relaxed Fit,,,Embroidered,"Nyrika Off-white Women Embroidered Relaxed Fit Shirt. Brand: Nyrika. Color: Off White. Fit: Relaxed Fit. Pattern: Embroidered. Size: XXL. Category: Women, Shirts. 2.2K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/nyrika-women-embroidered-relaxed-fit-shirt/p/702256482_offwhite,2026-06-26T12:13:00.063541+00:00
Ajio,Fyre Rose Multi Women Printed Regular Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20260327/n66T/69c5a5ef5bc52e77e0099f3c/fyre_rose_multi_women_printed_regular_fit_shirt.jpg,Fyre Rose,Women,Shirts,294,999,58,,,L,Multi,Regular Fit,,,Printed,"Fyre Rose Multi Women Printed Regular Fit Shirt. Brand: Fyre Rose. Color: Multi. Fit: Regular Fit. Pattern: Printed. Size: L. Category: Women, Shirts. 6.5K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/fyre-rose-women-printed-regular-fit-shirt/p/703228017_multi,2026-06-26T12:13:00.063541+00:00
Ajio,YOUSTA Blue Women Oversized Cotton Shirt,https://assets.ajio.com/medias/sys_master/root1/20251105/PwXZ/690b45aca470c5082f6ceb2a/yousta_blue_women_oversized_cotton_shirt.jpg,YOUSTA,Women,Shirts,140,499,60,,,,Ltblue,,Cotton,,,"YOUSTA Blue Women Oversized Cotton Shirt. Brand: YOUSTA. Color: Ltblue. Fabric: Cotton. Category: Women, Shirts",InStock,,https://www.ajio.com/yousta-women-oversized-cotton-shirt/p/443095562_ltblue,2026-06-26T12:13:00.063541+00:00
Ajio,Diktmark Lavender Women Regular Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20241105/qi4A/672a3012260f9c41e8c078bc/diktmark_lavender_women_regular_fit_shirt.jpg,Diktmark,Women,Shirts,300,1499,72,,,XS,Lavender,Regular Fit,,,,"Diktmark Lavender Women Regular Fit Shirt. Brand: Diktmark. Color: Lavender. Fit: Regular Fit. Size: XS. Category: Women, Shirts",InStock,,https://www.ajio.com/diktmark-women-regular-fit-shirt/p/700705429_lavender,2026-06-26T12:13:00.063541+00:00
Ajio,Nyrika Teal Women Floral Print Relaxed Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20260101/gpar/6955adcccbfa0d56084251e4/nyrika_teal_women_floral_print_relaxed_fit_shirt.jpg,Nyrika,Women,Shirts,343,1717,76,,,M,Teal,Relaxed Fit,,,Floral,"Nyrika Teal Women Floral Print Relaxed Fit Shirt. Brand: Nyrika. Color: Teal. Fit: Relaxed Fit. Pattern: Floral. Size: M. Category: Women, Shirts",InStock,,https://www.ajio.com/nyrika-women-floral-print-relaxed-fit-shirt/p/702701621_teal,2026-06-26T12:13:00.063541+00:00
Ajio,Nyrika Beige Women Embroidered Relaxed Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20251213/0Wqz/693d71c0720fb821d38a6f9e/nyrika_beige_women_embroidered_relaxed_fit_shirt.jpg,Nyrika,Women,Shirts,500,2499,77,,,S,Beige,Relaxed Fit,,,Embroidered,"Nyrika Beige Women Embroidered Relaxed Fit Shirt. Brand: Nyrika. Color: Beige. Fit: Relaxed Fit. Pattern: Embroidered. Size: S. Category: Women, Shirts",InStock,,https://www.ajio.com/nyrika-women-embroidered-relaxed-fit-shirt/p/701623433_beige,2026-06-26T12:13:00.063541+00:00
Ajio,DL WOMAN Indigo Women Relaxed Fit Shirt with Full Sleeves,https://assets.ajio.com/medias/sys_master/root/20240321/80LH/65fb3fe905ac7d77bbcd1663/dl_woman_indigo_women_relaxed_fit_shirt_with_full_sleeves.jpg,DL WOMAN,Women,Shirts,647,2799,67,,,S,Indigo,Relaxed Fit,,Full Sleeve,,"DL WOMAN Indigo Women Relaxed Fit Shirt with Full Sleeves. Brand: DL WOMAN. Color: Indigo. Fit: Relaxed Fit. Sleeve: Full Sleeve. Size: S. Category: Women, Shirts",InStock,,https://www.ajio.com/dl-woman-women-relaxed-fit-shirt-with-full-sleeves/p/467189313_indigo,2026-06-26T12:13:00.063541+00:00
Ajio,Nyrika Black Women Embroidered Relaxed Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20251213/ZqDh/693d717d8945db77cf2dc008/nyrika_black_women_embroidered_relaxed_fit_shirt.jpg,Nyrika,Women,Shirts,500,2499,77,,,S,Black,Relaxed Fit,,,Embroidered,"Nyrika Black Women Embroidered Relaxed Fit Shirt. Brand: Nyrika. Color: Black. Fit: Relaxed Fit. Pattern: Embroidered. Size: S. Category: Women, Shirts",InStock,,https://www.ajio.com/nyrika-women-embroidered-relaxed-fit-shirt/p/701623433_black,2026-06-26T12:13:00.063541+00:00
Ajio,MAAESA Pink Women Ombre-Dyed Regular Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20250710/5vxF/686fc8d0e590ff066e3e8cfa/maaesa_pink_women_ombre-dyed_regular_fit_shirt.jpg,MAAESA,Women,Shirts,499,2497,73,,,M,Pink,Regular Fit,,,Ombre,"MAAESA Pink Women Ombre-Dyed Regular Fit Shirt. Brand: MAAESA. Color: Pink. Fit: Regular Fit. Pattern: Ombre. Size: M. Category: Women, Shirts. 6.7K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/maaesa-women-ombre-dyed-regular-fit-shirt/p/701909272_pink,2026-06-26T12:13:00.063541+00:00
Ajio,J&H JUNE & HARRY Black Women Loose Fit Spread-Collar Shirt,https://assets.ajio.com/medias/sys_master/root/20250103/oWzH/6777a81cc148fa1b30716264/j%26h_june_%26_harry_black_women_loose_fit_spread-collar_shirt.jpg,J&H JUNE & HARRY,Women,Shirts,462,2399,78,,,,Black,Loose Fit,,,,"J&H JUNE & HARRY Black Women Loose Fit Spread-Collar Shirt. Brand: J&H JUNE & HARRY. Color: Black. Fit: Loose Fit. Category: Women, Shirts. 980 shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/j-h-june--harry-women-loose-fit-spread-collar-shirt/p/701007326_black,2026-06-26T12:13:00.063541+00:00
Ajio,YOUSTA Black Women Oversized Shirt with Spread Collar,https://assets.ajio.com/medias/sys_master/root1/20250925/fYEA/68d510bb3d468c61ab24ddba/yousta_black_women_oversized_shirt_with_spread_collar.jpg,YOUSTA,Women,Shirts,210,599,50,,,,Darkblack,,,,,"YOUSTA Black Women Oversized Shirt with Spread Collar. Brand: YOUSTA. Color: Darkblack. Category: Women, Shirts",InStock,,https://www.ajio.com/yousta-women-oversized-shirt-with-spread-collar/p/443088482_darkblack,2026-06-26T12:13:00.063541+00:00
Ajio,Bollyclues Multi Women Regular Fit Graphic Shirt,https://assets.ajio.com/medias/sys_master/root1/20260509/KoDv/69ff6c6bfcb5bb61d2b46a6e/bollyclues_multi_women_regular_fit_graphic_shirt.jpg,Bollyclues,Women,Shirts,343,999,51,,,M,Multi,Regular Fit,,,Graphic,"Bollyclues Multi Women Regular Fit Graphic Shirt. Brand: Bollyclues. Color: Multi. Fit: Regular Fit. Pattern: Graphic. Size: M. Category: Women, Shirts. 794 shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/bollyclues-women-regular-fit-graphic-shirt/p/702424260_multi,2026-06-26T12:13:00.063541+00:00
Ajio,"KOTTY White,Black Women Graphic Shirt",https://assets.ajio.com/medias/sys_master/root/20241105/aO6Y/672a30e0260f9c41e8c096be/kotty_white%2Cblack_women_graphic_shirt.jpg,KOTTY,Women,Shirts,300,1999,84,,,,Multi,,,,Graphic,"KOTTY White,Black Women Graphic Shirt. Brand: KOTTY. Color: Multi. Pattern: Graphic. Category: Women, Shirts. 2K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/kotty-women-graphic-shirt/p/700705922_multi,2026-06-26T12:13:00.063541+00:00
Ajio,Bollyclues Grey Women Embroidered Regular Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20260406/msa2/69d3a6625bc52e77e03477ad/bollyclues_grey_women_embroidered_regular_fit_shirt.jpg,Bollyclues,Women,Shirts,343,999,51,,,,Grey,Regular Fit,,,Embroidered,"Bollyclues Grey Women Embroidered Regular Fit Shirt. Brand: Bollyclues. Color: Grey. Fit: Regular Fit. Pattern: Embroidered. Category: Women, Shirts",InStock,,https://www.ajio.com/bollyclues-women-embroidered-regular-fit-shirt/p/703289734_grey,2026-06-26T12:13:00.063541+00:00
Ajio,DNMX Brown & White Women Checked Relaxed Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20260401/Fgi8/69ccc7269e784a25d5ad6ad7/dnmx_brown_%26_white_women_checked_relaxed_fit_shirt.jpg,DNMX,Women,Shirts,204,799,49,,,,Brown,Relaxed Fit,,,Checkered,"DNMX Brown & White Women Checked Relaxed Fit Shirt. Brand: DNMX. Color: Brown. Fit: Relaxed Fit. Pattern: Checkered. Category: Women, Shirts. 1.3K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/dnmx-women-checked-relaxed-fit-shirt/p/443113233_brown,2026-06-26T12:13:00.063541+00:00
Ajio,LEIA Black Women Regular Fit Classic Shirt,https://assets.ajio.com/medias/sys_master/root1/20250729/Fb2J/6888ade18bfb9009ac4685e3/leia_black_women_regular_fit_classic_shirt.jpg,LEIA,Women,Shirts,340,2099,82,,,M,Black,Regular Fit,,,,"LEIA Black Women Regular Fit Classic Shirt. Brand: LEIA. Color: Black. Fit: Regular Fit. Size: M. Category: Women, Shirts. 2.2K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/leia-women-regular-fit-classic-shirt/p/702037010_black,2026-06-26T12:13:00.063541+00:00
Ajio,Fyre Rose Brown Women Relaxed Fit Shirt with Spread Collar,https://assets.ajio.com/medias/sys_master/root1/20260221/NhNo/6998ea367ef0c7385c1dcb2f/fyre_rose_brown_women_relaxed_fit_shirt_with_spread_collar.jpg,Fyre Rose,Women,Shirts,366,1899,78,,,S,Brown,Relaxed Fit,,,,"Fyre Rose Brown Women Relaxed Fit Shirt with Spread Collar. Brand: Fyre Rose. Color: Brown. Fit: Relaxed Fit. Size: S. Category: Women, Shirts. 2K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/fyre-rose-women-relaxed-fit-shirt-with-spread-collar/p/703002539_brown,2026-06-26T12:13:00.063541+00:00
Ajio,Styli Pink Women Regular Fit Shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20231228/ykPr/658cd396ddf7791519f116a8/styli_pink_women_regular_fit_shirt_with_patch_pocket.jpg,Styli,Women,Shirts,170,849,74,,,,Pink,Regular Fit,,,,"Styli Pink Women Regular Fit Shirt with Patch Pocket. Brand: Styli. Color: Pink. Fit: Regular Fit. Category: Women, Shirts",InStock,,https://www.ajio.com/styli-women-regular-fit-shirt-with-patch-pocket/p/466903269_pink,2026-06-26T12:13:00.063541+00:00
Ajio,Styli Black Women Oversized-Fit Shirt with Spread Collar,https://assets.ajio.com/medias/sys_master/root/20240207/5v4t/65c2b18e8cdf1e0df5ef482e/styli_black_women_oversized-fit_shirt_with_spread_collar.jpg,Styli,Women,Shirts,180,899,76,,,,Black,Oversized Fit,,,,"Styli Black Women Oversized-Fit Shirt with Spread Collar. Brand: Styli. Color: Black. Fit: Oversized Fit. Category: Women, Shirts",InStock,,https://www.ajio.com/styli-women-oversized-fit-shirt-with-spread-collar/p/467048894_black,2026-06-26T12:13:00.063541+00:00
Ajio,Fyre Rose Multi Women Printed Regular Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20260327/Ft9F/69c5a76d9e784a25d5931d8c/fyre_rose_multi_women_printed_regular_fit_shirt.jpg,Fyre Rose,Women,Shirts,294,999,58,,,M,Multi,Regular Fit,,,Printed,"Fyre Rose Multi Women Printed Regular Fit Shirt. Brand: Fyre Rose. Color: Multi. Fit: Regular Fit. Pattern: Printed. Size: M. Category: Women, Shirts. 1K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/fyre-rose-women-printed-regular-fit-shirt/p/703227994_multi,2026-06-26T12:13:00.063541+00:00
Ajio,ELIXORIA Grey Women Regular Fit Shirt with Spread Collar,https://assets.ajio.com/medias/sys_master/root1/20250826/lqq8/68ada0618bfb9009acb0e709/elixoria_grey_women_regular_fit_shirt_with_spread_collar.jpg,ELIXORIA,Women,Shirts,291,1299,68,,,XL,Grey,Regular Fit,,,,"ELIXORIA Grey Women Regular Fit Shirt with Spread Collar. Brand: ELIXORIA. Color: Grey. Fit: Regular Fit. Size: XL. Category: Women, Shirts",InStock,,https://www.ajio.com/elixoria-women-regular-fit-shirt-with-spread-collar/p/702160449_grey,2026-06-26T12:13:00.063541+00:00
Ajio,FABRANGE Silver Women Printed Relaxed Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20250808/Qpbr/6895afb33d468c61ab5888bc/fabrange_silver_women_printed_relaxed_fit_shirt.jpg,FABRANGE,Women,Shirts,339,1099,56,,,S,Silver,Relaxed Fit,,,Printed,"FABRANGE Silver Women Printed Relaxed Fit Shirt. Brand: FABRANGE. Color: Silver. Fit: Relaxed Fit. Pattern: Printed. Size: S. Category: Women, Shirts",InStock,,https://www.ajio.com/fabrange-women-printed-relaxed-fit-shirt/p/700234717_silver,2026-06-26T12:13:00.063541+00:00
Ajio,Outzidr Global Khaki Women Checked Oversized Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20250531/xqFC/683aba027a6cd4182f6fe76d/outzidr_global_khaki_women_checked_oversized_fit_shirt.jpg,Outzidr Global,Women,Shirts,1173,1799,7,,,,Khaki,Oversized Fit,,,Checkered,"Outzidr Global Khaki Women Checked Oversized Fit Shirt. Brand: Outzidr Global. Color: Khaki. Fit: Oversized Fit. Pattern: Checkered. Category: Women, Shirts",InStock,,https://www.ajio.com/outzidr-global-women-checked-oversized-fit-shirt/p/701649852_khaki,2026-06-26T12:13:00.063541+00:00
Ajio,FABRANGE Olive Women Regular Fit Shirt with Spread Collar,https://assets.ajio.com/medias/sys_master/root/20250513/ZRJY/68225eb555340d4b4f2ebbf8/fabrange_olive_women_regular_fit_shirt_with_spread_collar.jpg,FABRANGE,Women,Shirts,319,1299,65,,,,Olive,Regular Fit,,,,"FABRANGE Olive Women Regular Fit Shirt with Spread Collar. Brand: FABRANGE. Color: Olive. Fit: Regular Fit. Category: Women, Shirts. 2K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/fabrange-women-regular-fit-shirt-with-spread-collar/p/467333501_olive,2026-06-26T12:13:00.063541+00:00
Ajio,DNMX Yellow Women Striped Loose Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20260213/IulF/698f6579cbfa0d5608fa11af/dnmx_yellow_women_striped_loose_fit_shirt.jpg,DNMX,Women,Shirts,284,799,29,,,,Yellow,Loose Fit,,,Striped,"DNMX Yellow Women Striped Loose Fit Shirt. Brand: DNMX. Color: Yellow. Fit: Loose Fit. Pattern: Striped. Category: Women, Shirts. 4.7K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/dnmx-women-striped-loose-fit-shirt/p/443114552_yellow,2026-06-26T12:13:00.063541+00:00
Ajio,LEIA Mustard Women Regular Fit Classic Shirt,https://assets.ajio.com/medias/sys_master/root1/20260403/5Uqk/69cec91d9e784a25d5b5f39b/leia_mustard_women_regular_fit_classic_shirt.jpg,LEIA,Women,Shirts,173,650,62,,,XS,Mustard,Regular Fit,,,,"LEIA Mustard Women Regular Fit Classic Shirt. Brand: LEIA. Color: Mustard. Fit: Regular Fit. Size: XS. Category: Women, Shirts",InStock,,https://www.ajio.com/leia-women-regular-fit-classic-shirt/p/703274761_mustard,2026-06-26T12:13:00.063541+00:00
Ajio,18INDIA Coral Women Printed Relaxed Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20260509/Jn23/69ff6f6b14d0c21719cf09a7/18india_coral_women_printed_relaxed_fit_shirt.jpg,18INDIA,Women,Shirts,350,1750,72,,,XXL,Coral,Relaxed Fit,,,Printed,"18INDIA Coral Women Printed Relaxed Fit Shirt. Brand: 18INDIA. Color: Coral. Fit: Relaxed Fit. Pattern: Printed. Size: XXL. Category: Women, Shirts. 2.4K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/18india-women-printed-relaxed-fit-shirt/p/702826868_coral,2026-06-26T12:13:00.063541+00:00
Ajio,LEIA Beige Women Regular Fit Spread Collar Shirt,https://assets.ajio.com/medias/sys_master/root/20250506/0IjP/6819ceb77a6cd4182f161784/leia_beige_women_regular_fit_spread_collar_shirt.jpg,LEIA,Women,Shirts,423,1949,69,,,XS,Beige,Regular Fit,,,,"LEIA Beige Women Regular Fit Spread Collar Shirt. Brand: LEIA. Color: Beige. Fit: Regular Fit. Size: XS. Category: Women, Shirts. 1.1K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/leia-women-regular-fit-spread-collar-shirt-/p/701541756_beige,2026-06-26T12:13:00.063541+00:00
Ajio,DNMX Pink Women Patterned Loose Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20260305/zmUQ/69a8e98e4970ce6a6e1db767/dnmx_pink_women_patterned_loose_fit_shirt.jpg,DNMX,Women,Shirts,178,699,49,,,,Pink,Loose Fit,,,,"DNMX Pink Women Patterned Loose Fit Shirt. Brand: DNMX. Color: Pink. Fit: Loose Fit. Category: Women, Shirts. 3K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/dnmx-women-patterned-loose-fit-shirt/p/443102137_pink,2026-06-26T12:13:00.063541+00:00
Ajio,DNMX Off White Women Y-Notch Striped Oversized Shirt,https://assets.ajio.com/medias/sys_master/root1/20260122/ix9k/69711c5a7ef0c7385c85121e/dnmx_off_white_women_y-notch_striped_oversized_shirt.jpg,DNMX,Women,Shirts,204,799,49,,,,Off White,,,,Striped,"DNMX Off White Women Y-Notch Striped Oversized Shirt. Brand: DNMX. Color: Off White. Pattern: Striped. Category: Women, Shirts. 3.8K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/dnmx-women-y-notch-striped-oversized-shirt/p/443099790_offwhite,2026-06-26T12:13:00.063541+00:00
Ajio,YOUSTA White Women Oversized Cotton Shirt,https://assets.ajio.com/medias/sys_master/root1/20251105/6jWl/690b68da88d6d62ff8c54e33/yousta_white_women_oversized_cotton_shirt.jpg,YOUSTA,Women,Shirts,140,499,60,,,,White,,Cotton,,,"YOUSTA White Women Oversized Cotton Shirt. Brand: YOUSTA. Color: White. Fabric: Cotton. Category: Women, Shirts. 878 shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/yousta-women-oversized-cotton-shirt/p/443095562_white,2026-06-26T12:13:00.063541+00:00
Ajio,FIG Cream & Black Women Floral Print Regular Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20260325/sJws/69c3cd265bc52e77e0006de5/fig_cream_%26_black_women_floral_print_regular_fit_shirt.jpg,FIG,Women,Shirts,213,599,29,,,,Off White,Regular Fit,,,Floral,"FIG Cream & Black Women Floral Print Regular Fit Shirt. Brand: FIG. Color: Off White. Fit: Regular Fit. Pattern: Floral. Category: Women, Shirts. 2.8K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/fig-women-floral-print-regular-fit-shirt/p/443114302_offwhite,2026-06-26T12:13:00.063541+00:00
Ajio,MAAESA Blue Women Ombre-dyed Relaxed Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20250203/SKS9/679ff216bc78b543a91573b7/maaesa_blue_women_ombre-dyed_relaxed_fit_shirt.jpg,MAAESA,Women,Shirts,499,2497,76,,,XL,Blue,Relaxed Fit,,,Ombre,"MAAESA Blue Women Ombre-dyed Relaxed Fit Shirt. Brand: MAAESA. Color: Blue. Fit: Relaxed Fit. Pattern: Ombre. Size: XL. Category: Women, Shirts",InStock,,https://www.ajio.com/maaesa-women-ombre-dyed-relaxed-fit-shirt/p/701147512_blue,2026-06-26T12:13:00.063541+00:00
Ajio,CADMON White Women Regular Fit Printed Shirt,https://assets.ajio.com/medias/sys_master/root1/20260316/UR7I/69b7f3350ad5d93337603412/cadmon_white_women_regular_fit_printed_shirt.jpg,CADMON,Women,Shirts,457,989,34,,,S,White,Regular Fit,,,Printed,"CADMON White Women Regular Fit Printed Shirt. Brand: CADMON. Color: White. Fit: Regular Fit. Pattern: Printed. Size: S. Category: Women, Shirts",InStock,,https://www.ajio.com/cadmon-women-regular-fit-printed-shirt/p/703158706_white,2026-06-26T12:13:00.063541+00:00
Ajio,LEIA Coffee Women Stripes Regular Fit Shirt,https://assets.ajio.com/medias/sys_master/root1/20250729/AynN/6888b0868bfb9009ac46dc0c/leia_coffee_women_stripes_regular_fit_shirt.jpg,LEIA,Women,Shirts,305,1995,83,,,S,Coffee,Regular Fit,,,Striped,"LEIA Coffee Women Stripes Regular Fit Shirt. Brand: LEIA. Color: Coffee. Fit: Regular Fit. Pattern: Striped. Size: S. Category: Women, Shirts",InStock,,https://www.ajio.com/leia-women-stripes-regular-fit-shirt/p/702037023_coffee,2026-06-26T12:13:00.063541+00:00
Ajio,COLOR CAPITAL Beige Women Relaxed Fit Spread-Collar Shirt,https://assets.ajio.com/medias/sys_master/root/20250509/fQzH/681d0d9a55340d4b4f249fd4/color_capital_beige_women_relaxed_fit_spread-collar_shirt.jpg,COLOR CAPITAL,Women,Shirts,599,1990,57,,,L,Beige,Relaxed Fit,,,,"COLOR CAPITAL Beige Women Relaxed Fit Spread-Collar Shirt. Brand: COLOR CAPITAL. Color: Beige. Fit: Relaxed Fit. Size: L. Category: Women, Shirts",InStock,,https://www.ajio.com/color-capital-women-relaxed-fit-spread-collar-shirt/p/701554119_beige,2026-06-26T12:13:00.063541+00:00
Ajio,DNMX White Women Regular Fit Shirt with Cuffed Sleeves,https://assets.ajio.com/medias/sys_master/root1/20260312/J0Ea/69b26de34970ce6a6e3bea94/dnmx_white_women_regular_fit_shirt_with_cuffed_sleeves.jpg,DNMX,Women,Shirts,248,699,29,,,,White,Regular Fit,,,,"DNMX White Women Regular Fit Shirt with Cuffed Sleeves. Brand: DNMX. Color: White. Fit: Regular Fit. Category: Women, Shirts. 3.6K shoppers wishlisted in last 30 days",InStock,,https://www.ajio.com/dnmx-women-regular-fit-shirt-with-cuffed-sleeves/p/443115669_white,2026-06-26T12:13:00.063541+00:00
Ajio,KOTTY Multicoloured Women Checked Oversized Fit Shirt,https://assets.ajio.com/medias/sys_master/root/20240918/CYZU/66eb022cf9b8ef490b4fe455/kotty_multicoloured_women_checked_oversized_fit_shirt.jpg,KOTTY,Women,Shirts,300,1999,85,,,,Multi,Oversized Fit,,,Checkered,"KOTTY Multicoloured Women Checked Oversized Fit Shirt. Brand: KOTTY. Color: Multi. Fit: Oversized Fit. Pattern: Checkered. Category: Women, Shirts",InStock,,https://www.ajio.com/kotty-women-checked-oversized-fit-shirt-/p/700441305_multi,2026-06-26T12:13:00.063541+00:00
Ajio,J&H JUNE & HARRY Yellow Women Striped Oversized Fit Spread-Collar Shirt,https://assets.ajio.com/medias/sys_master/root1/20251119/qabB/691da2c688d6d62ff8f59d34/j%26h_june_%26_harry_yellow_women_striped_oversized_fit_spread-collar_shirt.jpg,J&H JUNE & HARRY,Women,Shirts,440,2199,77,,,,Yellow,Oversized Fit,,,Striped,"J&H JUNE & HARRY Yellow Women Striped Oversized Fit Spread-Collar Shirt. Brand: J&H JUNE & HARRY. Color: Yellow. Fit: Oversized Fit. Pattern: Striped. Category: Women, Shirts",InStock,,https://www.ajio.com/j-h-june--harry-women-striped-oversized-fit-spread-collar-shirt/p/702518830_yellow,2026-06-26T12:13:00.063541+00:00
